"kobo_farmer_id","country","sheet_id","index","name_question","name_choice","module","theme","indicator","label_choice","label_question","type","type_question","list_name","name_question_recla","parent_table_name","parent_index"
"306081148","senegal","HOLPA Senegal_version finale","1","_1_4_1_1_1","2","agroecology","5_biodiversity","5_biodiversity","hectares","What is the total area in hectares (or acres) of land (agricultural or not) that your household: Currently OWNS:","decimal","decimal",NA,"_1_4_1_1_1",NA,NA
"306121680","senegal","HOLPA Senegal_version finale","2","_1_4_1_1_1","1","agroecology","5_biodiversity","5_biodiversity","hectares","What is the total area in hectares (or acres) of land (agricultural or not) that your household: Currently OWNS:","decimal","decimal",NA,"_1_4_1_1_1",NA,NA
"306139837","senegal","HOLPA Senegal_version finale","3","_1_4_1_1_1","3.2","agroecology","5_biodiversity","5_biodiversity","hectares","What is the total area in hectares (or acres) of land (agricultural or not) that your household: Currently OWNS:","decimal","decimal",NA,"_1_4_1_1_1",NA,NA
"306406761","senegal","HOLPA Senegal_version finale","4","_1_4_1_1_1","8","agroecology","5_biodiversity","5_biodiversity","hectares","What is the total area in hectares (or acres) of land (agricultural or not) that your household: Currently OWNS:","decimal","decimal",NA,"_1_4_1_1_1",NA,NA
"306408348","senegal","HOLPA Senegal_version finale","5","_1_4_1_1_1","2","agroecology","5_biodiversity","5_biodiversity","hectares","What is the total area in hectares (or acres) of land (agricultural or not) that your household: Currently OWNS:","decimal","decimal",NA,"_1_4_1_1_1",NA,NA
"306673041","senegal","HOLPA Senegal_version finale","6","_1_4_1_1_1","1.5","agroecology","5_biodiversity","5_biodiversity","hectares","What is the total area in hectares (or acres) of land (agricultural or not) that your household: Currently OWNS:","decimal","decimal",NA,"_1_4_1_1_1",NA,NA
"306724582","senegal","HOLPA Senegal_version finale","7","_1_4_1_1_1","2.5","agroecology","5_biodiversity","5_biodiversity","hectares","What is the total area in hectares (or acres) of land (agricultural or not) that your household: Currently OWNS:","decimal","decimal",NA,"_1_4_1_1_1",NA,NA
"306753620","senegal","HOLPA Senegal_version finale","8","_1_4_1_1_1","3","agroecology","5_biodiversity","5_biodiversity","hectares","What is the total area in hectares (or acres) of land (agricultural or not) that your household: Currently OWNS:","decimal","decimal",NA,"_1_4_1_1_1",NA,NA
"306815424","senegal","HOLPA Senegal_version finale","9","_1_4_1_1_1","1","agroecology","5_biodiversity","5_biodiversity","hectares","What is the total area in hectares (or acres) of land (agricultural or not) that your household: Currently OWNS:","decimal","decimal",NA,"_1_4_1_1_1",NA,NA
"306815627","senegal","HOLPA Senegal_version finale","10","_1_4_1_1_1","3","agroecology","5_biodiversity","5_biodiversity","hectares","What is the total area in hectares (or acres) of land (agricultural or not) that your household: Currently OWNS:","decimal","decimal",NA,"_1_4_1_1_1",NA,NA
"306817096","senegal","HOLPA Senegal_version finale","11","_1_4_1_1_1","1","agroecology","5_biodiversity","5_biodiversity","hectares","What is the total area in hectares (or acres) of land (agricultural or not) that your household: Currently OWNS:","decimal","decimal",NA,"_1_4_1_1_1",NA,NA
"306817426","senegal","HOLPA Senegal_version finale","12","_1_4_1_1_1","2.8","agroecology","5_biodiversity","5_biodiversity","hectares","What is the total area in hectares (or acres) of land (agricultural or not) that your household: Currently OWNS:","decimal","decimal",NA,"_1_4_1_1_1",NA,NA
"306817619","senegal","HOLPA Senegal_version finale","13","_1_4_1_1_1","2","agroecology","5_biodiversity","5_biodiversity","hectares","What is the total area in hectares (or acres) of land (agricultural or not) that your household: Currently OWNS:","decimal","decimal",NA,"_1_4_1_1_1",NA,NA
"306818580","senegal","HOLPA Senegal_version finale","14","_1_4_1_1_1","3.5","agroecology","5_biodiversity","5_biodiversity","hectares","What is the total area in hectares (or acres) of land (agricultural or not) that your household: Currently OWNS:","decimal","decimal",NA,"_1_4_1_1_1",NA,NA
"306819821","senegal","HOLPA Senegal_version finale","15","_1_4_1_1_1","4.5","agroecology","5_biodiversity","5_biodiversity","hectares","What is the total area in hectares (or acres) of land (agricultural or not) that your household: Currently OWNS:","decimal","decimal",NA,"_1_4_1_1_1",NA,NA
"306820029","senegal","HOLPA Senegal_version finale","16","_1_4_1_1_1","8.5","agroecology","5_biodiversity","5_biodiversity","hectares","What is the total area in hectares (or acres) of land (agricultural or not) that your household: Currently OWNS:","decimal","decimal",NA,"_1_4_1_1_1",NA,NA
"306928872","senegal","HOLPA Senegal_version finale","17","_1_4_1_1_1","1.5","agroecology","5_biodiversity","5_biodiversity","hectares","What is the total area in hectares (or acres) of land (agricultural or not) that your household: Currently OWNS:","decimal","decimal",NA,"_1_4_1_1_1",NA,NA
"306977200","senegal","HOLPA Senegal_version finale","18","_1_4_1_1_1","1.5","agroecology","5_biodiversity","5_biodiversity","hectares","What is the total area in hectares (or acres) of land (agricultural or not) that your household: Currently OWNS:","decimal","decimal",NA,"_1_4_1_1_1",NA,NA
"307080038","senegal","HOLPA Senegal_version finale","19","_1_4_1_1_1","4","agroecology","5_biodiversity","5_biodiversity","hectares","What is the total area in hectares (or acres) of land (agricultural or not) that your household: Currently OWNS:","decimal","decimal",NA,"_1_4_1_1_1",NA,NA
"307080449","senegal","HOLPA Senegal_version finale","20","_1_4_1_1_1","6","agroecology","5_biodiversity","5_biodiversity","hectares","What is the total area in hectares (or acres) of land (agricultural or not) that your household: Currently OWNS:","decimal","decimal",NA,"_1_4_1_1_1",NA,NA
"307091685","senegal","HOLPA Senegal_version finale","21","_1_4_1_1_1","7","agroecology","5_biodiversity","5_biodiversity","hectares","What is the total area in hectares (or acres) of land (agricultural or not) that your household: Currently OWNS:","decimal","decimal",NA,"_1_4_1_1_1",NA,NA
